ticket_id,created_at,category,priority,channel,customer_tier,first_response_minutes,resolution_minutes,status,escalated,refund_requested,refund_amount,csat_score
TCK-10249,2025-09-15T11:19:00,Technical,Normal,Chat,Free,19.21,109.25,Resolved,False,False,,5.00
TCK-10250,2026-07-17T16:47:00,Billing,Low,Chat,Pro,,183.27,Resolved,False,True,346.37,
TCK-10251,2026-06-08T17:16:00,Billing,Normal,Email,Pro,79.41,340.92,Resolved,False,False,,5.00
TCK-10252,2025-10-18T18:22:00,Billing,Urgent,Web,Free,82.03,427.69,Closed,False,False,,3.00
TCK-10253,2026-07-11T10:13:00,Technical,Normal,Phone,Pro,51.94,315.53,Closed,False,False,,2.00
TCK-10254,2026-03-25T07:50:00,Billing,Normal,Web,Pro,59.39,256.63,Closed,False,False,,3.00
TCK-10255,2025-10-20T19:22:00,Account,High,Phone,Free,35.96,297.38,Resolved,False,False,,3.00
TCK-10256,2026-05-31T08:40:00,Technical,Low,Chat,Free,55.79,342.55,Closed,False,False,,3.00
TCK-10257,2025-10-13T13:03:00,Account,High,Chat,Free,33.79,128.67,Resolved,True,False,,3.00
TCK-10258,2026-05-16T17:17:00,Returns,Normal,Chat,Pro,,489.79,Resolved,False,False,,5.00
TCK-10259,2026-05-30T09:11:00,Account,Urgent,Web,Free,31.28,156.36,Resolved,True,False,,4.00
TCK-10260,2026-03-22T08:41:00,Shipping,Normal,Chat,Free,71.21,467.71,Closed,False,False,,4.00
TCK-10261,2026-02-17T09:05:00,Technical,High,Phone,Free,,735.63,Closed,False,False,,3.00
TCK-10262,2025-12-05T17:58:00,Billing,High,Phone,Enterprise,62.87,737.17,Closed,False,True,443.36,2.00
TCK-10263,2026-02-08T09:58:00,Technical,Normal,Email,Pro,125.15,805.36,Closed,False,False,,4.00
TCK-10264,2025-12-12T18:40:00,Technical,Normal,Phone,Free,114.39,578.73,Closed,False,False,,
TCK-10265,2026-01-29T18:09:00,Billing,Low,Phone,Pro,48.62,202.01,Open,False,False,,4.00
TCK-10266,2025-08-27T13:23:00,Account,Urgent,Phone,Enterprise,37.67,254.61,Open,True,False,,3.00
TCK-10267,2026-04-08T09:07:00,Returns,Normal,Email,Free,86.06,748.46,Closed,False,True,427.06,5.00
TCK-10268,2026-06-04T18:06:00,Returns,High,Phone,Pro,,917.06,Resolved,False,False,,5.00
TCK-10269,2026-04-23T09:32:00,Returns,High,Web,Pro,208.00,1360.10,Closed,False,True,314.22,5.00
TCK-10270,2026-02-05T11:17:00,Billing,Normal,Web,Free,71.11,364.91,Pending,False,False,,3.00
TCK-10271,2026-06-29T07:09:00,Billing,High,Phone,Pro,35.80,278.73,Closed,False,True,441.35,
TCK-10272,2026-03-21T08:47:00,Other,Low,Email,Enterprise,21.67,48.16,Pending,False,False,,
TCK-10273,2026-03-30T16:46:00,Other,Normal,Phone,Free,43.46,180.87,Resolved,False,False,,
TCK-10274,2026-01-03T09:42:00,Other,Normal,Phone,Enterprise,35.86,205.85,Closed,False,False,,5.00
TCK-10275,2026-06-10T12:38:00,Technical,Normal,Email,Pro,140.56,711.46,Resolved,False,False,,3.00
TCK-10276,2026-06-03T18:43:00,Billing,Normal,Chat,Enterprise,50.70,415.53,Resolved,False,True,225.56,5.00
TCK-10277,2026-05-15T12:20:00,Shipping,Normal,Chat,Enterprise,,215.63,Closed,False,False,,3.00
TCK-10278,2025-12-24T19:41:00,Returns,Normal,Web,Pro,124.76,877.97,Open,False,True,115.96,5.00
TCK-10279,2026-04-30T07:36:00,Technical,Normal,Phone,Free,42.13,321.28,Pending,False,False,,2.00
TCK-10280,2025-08-09T11:16:00,Returns,Normal,Chat,Free,74.69,340.55,Closed,False,False,,4.00
TCK-10281,2026-02-19T15:30:00,Account,Low,Phone,Free,48.59,264.28,Pending,False,False,,3.00
TCK-10282,2025-10-24T13:52:00,Shipping,Low,Web,Pro,46.22,266.67,Resolved,False,False,,4.00
TCK-10283,2025-12-10T14:06:00,Shipping,High,Chat,Free,82.13,629.67,Closed,False,False,,4.00
TCK-10284,2026-07-31T13:01:00,Account,Low,Phone,Pro,50.07,136.39,Closed,False,False,,3.00
TCK-10285,2025-09-17T11:23:00,Technical,Low,Chat,Pro,44.53,299.38,Closed,False,False,,
TCK-10286,2025-10-07T17:39:00,Shipping,Low,Email,Pro,18.46,134.19,Resolved,True,False,,4.00
TCK-10287,2026-01-30T18:13:00,Billing,High,Web,Pro,91.88,667.41,Resolved,False,True,348.58,5.00
TCK-10288,2026-04-13T18:10:00,Technical,Urgent,Chat,Free,62.26,491.08,Resolved,False,False,,4.00
TCK-10289,2026-01-08T15:15:00,Billing,Low,Email,Pro,33.92,148.44,Closed,False,False,,4.00
TCK-10290,2025-11-16T12:37:00,Billing,Normal,Chat,Enterprise,53.19,455.52,Resolved,False,False,,
TCK-10291,2025-10-15T11:57:00,Technical,Urgent,Phone,Pro,51.93,1161.25,Closed,False,False,,
TCK-10292,2026-06-05T16:25:00,Billing,High,Email,Free,46.15,256.18,Closed,False,True,21.55,5.00
TCK-10293,2026-02-11T12:47:00,Other,Low,Email,Enterprise,17.54,152.53,Closed,False,False,,
TCK-10294,2025-12-16T10:05:00,Billing,High,Web,Pro,153.51,779.85,Closed,False,False,,3.00
TCK-10295,2025-10-13T07:28:00,Shipping,High,Chat,Pro,66.65,293.42,Closed,False,False,,4.00
TCK-10296,2025-11-16T18:28:00,Shipping,Urgent,Chat,Pro,45.97,285.50,Closed,False,False,,5.00
TCK-10297,2025-09-14T13:14:00,Technical,Normal,Email,Free,27.42,174.13,Resolved,False,False,,4.00
TCK-10298,2025-09-27T14:01:00,Billing,High,Phone,Pro,95.63,570.68,Resolved,True,False,,4.00
TCK-10299,2025-09-21T07:30:00,Billing,Normal,Email,Free,45.69,235.04,Closed,False,False,,
TCK-10300,2026-05-21T15:44:00,Account,High,Chat,Enterprise,37.43,154.79,Resolved,True,False,,
TCK-10301,2026-06-03T13:39:00,Shipping,Normal,Email,Pro,18.31,210.61,Resolved,False,False,,3.00
TCK-10302,2026-07-01T19:13:00,Shipping,Normal,Email,Free,19.24,104.29,Resolved,False,False,,5.00
TCK-10303,2025-11-18T18:13:00,Billing,High,Email,Pro,,406.39,Resolved,False,False,,5.00
TCK-10304,2025-11-13T11:17:00,Shipping,Low,Web,Pro,37.11,145.78,Resolved,False,False,,5.00
TCK-10305,2026-01-09T12:24:00,Returns,Low,Email,Free,42.26,657.92,Open,False,True,82.53,
TCK-10306,2025-10-02T10:18:00,Technical,Low,Email,Free,29.25,172.92,Resolved,False,False,,1.00
TCK-10307,2026-03-19T16:57:00,Technical,High,Phone,Pro,53.99,360.64,Resolved,True,False,,
TCK-10308,2025-09-08T07:49:00,Billing,Urgent,Chat,Free,56.33,347.20,Closed,True,False,,5.00
TCK-10309,2026-05-30T19:49:00,Account,Low,Web,Enterprise,33.01,145.67,Closed,False,False,,
TCK-10310,2026-06-04T16:32:00,Account,Normal,Web,Pro,25.58,373.65,Resolved,False,False,,5.00
TCK-10311,2026-01-17T12:26:00,Technical,Low,Email,Pro,93.14,395.18,Resolved,False,False,,3.00
TCK-10312,2025-08-18T16:40:00,Shipping,Low,Chat,Pro,60.54,283.96,Resolved,False,False,,3.00
TCK-10313,2026-02-26T12:02:00,Billing,Low,Web,Free,75.52,316.20,Closed,False,False,,4.00
TCK-10314,2025-12-01T16:25:00,Billing,Normal,Chat,Pro,52.00,288.29,Closed,False,False,,3.00
TCK-10315,2026-01-28T19:04:00,Returns,Urgent,Web,Free,339.03,1909.55,Resolved,False,True,382.81,
TCK-10316,2025-08-20T12:25:00,Other,Normal,Email,Free,18.39,195.21,Closed,False,False,,4.00
TCK-10317,2026-04-11T17:57:00,Shipping,Low,Phone,Enterprise,45.60,342.42,Closed,False,False,,3.00
TCK-10318,2025-11-02T11:44:00,Returns,High,Phone,Pro,76.96,699.58,Closed,True,True,256.09,4.00
TCK-10319,2026-07-19T17:27:00,Returns,Low,Chat,Enterprise,87.55,1152.33,Pending,False,False,,
TCK-10320,2026-01-09T08:30:00,Account,Normal,Email,Pro,33.69,85.11,Closed,False,False,,4.00
TCK-10321,2026-01-26T19:00:00,Technical,Normal,Chat,Enterprise,93.67,456.09,Resolved,False,False,,5.00
TCK-10322,2026-03-07T12:33:00,Technical,Normal,Email,Free,46.34,443.21,Resolved,False,False,,
TCK-10323,2026-02-02T18:35:00,Account,High,Email,Free,,426.89,Closed,True,False,,
TCK-10324,2026-03-03T15:45:00,Shipping,High,Web,Free,32.35,472.39,Closed,True,False,,
TCK-10325,2025-08-04T16:26:00,Shipping,Low,Email,Pro,31.94,197.71,Open,False,False,,5.00
TCK-10326,2026-01-15T10:23:00,Account,Normal,Phone,Free,41.63,125.08,Resolved,False,False,,
TCK-10327,2026-07-08T17:44:00,Billing,Normal,Web,Free,80.87,306.24,Pending,False,False,,5.00
TCK-10328,2026-07-19T12:11:00,Technical,Low,Email,Free,55.07,319.88,Closed,False,False,,4.00
TCK-10329,2026-06-04T17:24:00,Returns,Low,Phone,Enterprise,,684.33,Resolved,False,False,,5.00
TCK-10330,2026-06-24T09:10:00,Shipping,Urgent,Web,Free,44.47,264.80,Open,False,False,,4.00
TCK-10331,2026-03-26T11:38:00,Shipping,High,Web,Enterprise,48.13,387.75,Closed,False,False,,
TCK-10332,2025-08-07T19:23:00,Account,Normal,Chat,Pro,48.91,115.92,Open,False,False,,4.00
TCK-10333,2026-06-17T15:11:00,Returns,Urgent,Chat,Free,140.76,831.45,Closed,False,True,44.88,5.00
TCK-10334,2026-07-24T15:27:00,Shipping,Low,Chat,Pro,25.37,109.55,Closed,False,False,,2.00
TCK-10335,2026-02-18T07:20:00,Technical,Normal,Email,Enterprise,36.63,351.06,Closed,True,False,,5.00
TCK-10336,2025-09-08T17:08:00,Billing,Normal,Phone,Free,14.31,239.87,Resolved,False,False,,5.00
TCK-10337,2025-11-04T14:35:00,Technical,Normal,Chat,Pro,45.11,414.20,Resolved,False,False,,3.00
TCK-10338,2026-03-28T07:46:00,Technical,Normal,Web,Enterprise,68.09,560.32,Open,False,False,,4.00
TCK-10339,2026-01-29T10:38:00,Billing,Normal,Web,Free,57.08,562.15,Open,False,True,219.28,3.00
TCK-10340,2025-12-11T18:14:00,Shipping,Normal,Email,Pro,41.65,216.92,Closed,True,False,,
TCK-10341,2026-07-02T17:49:00,Account,Normal,Web,Free,42.75,127.35,Open,False,False,,4.00
TCK-10342,2025-10-21T11:29:00,Shipping,Low,Email,Pro,51.19,390.67,Resolved,False,False,,4.00
TCK-10343,2026-02-27T09:58:00,Billing,Low,Chat,Pro,37.33,177.98,Closed,False,False,,4.00
TCK-10344,2026-05-03T19:36:00,Returns,High,Chat,Enterprise,129.35,2175.84,Closed,True,True,401.09,
TCK-10345,2025-11-22T19:39:00,Technical,High,Phone,Pro,26.33,314.56,Pending,True,False,,
TCK-10346,2026-06-05T10:00:00,Account,Normal,Chat,Free,10.72,112.40,Closed,False,False,,5.00
TCK-10347,2025-12-20T18:02:00,Technical,Normal,Web,Free,80.99,275.71,Closed,False,False,,
TCK-10348,2026-04-03T08:32:00,Returns,Low,Chat,Free,27.76,343.82,Resolved,False,False,,3.00
TCK-10349,2025-12-05T07:38:00,Account,Normal,Phone,Free,14.72,120.48,Resolved,False,False,,3.00
TCK-10350,2025-12-15T09:56:00,Technical,Low,Chat,Free,64.35,447.22,Closed,False,False,,
TCK-10351,2025-12-01T13:50:00,Account,Urgent,Phone,Free,78.34,314.99,Pending,True,False,,
TCK-10352,2026-03-01T12:37:00,Billing,Low,Chat,Free,58.69,319.36,Closed,False,True,472.30,5.00
TCK-10353,2026-03-18T09:04:00,Billing,Low,Phone,Pro,84.69,348.26,Resolved,False,True,68.53,4.00
TCK-10354,2026-03-22T19:01:00,Returns,High,Web,Free,139.27,901.16,Pending,False,False,,
TCK-10355,2025-12-17T11:54:00,Shipping,High,Phone,Pro,,171.31,Resolved,True,False,,
TCK-10356,2025-10-16T13:41:00,Shipping,Normal,Web,Free,65.55,298.87,Closed,False,False,,3.00
TCK-10357,2025-12-16T16:53:00,Billing,High,Email,Free,67.69,875.44,Resolved,True,True,303.96,
TCK-10358,2025-11-24T12:19:00,Technical,Urgent,Chat,Free,52.59,357.70,Resolved,True,False,,5.00
TCK-10359,2026-06-06T13:13:00,Billing,High,Chat,Pro,95.32,440.85,Resolved,False,False,,5.00
TCK-10360,2026-03-22T19:24:00,Account,High,Email,Free,34.94,174.70,Resolved,False,False,,
TCK-10361,2026-05-03T18:34:00,Billing,Low,Email,Pro,520.06,3503.96,Resolved,True,False,,2.00
TCK-10362,2025-08-11T16:52:00,Shipping,Normal,Web,Free,39.71,161.78,Resolved,False,False,,5.00
TCK-10363,2026-07-25T18:13:00,Billing,High,Email,Pro,76.97,491.09,Resolved,False,False,,3.00
TCK-10364,2025-10-02T14:54:00,Shipping,High,Chat,Free,112.99,464.50,Closed,False,False,,
TCK-10365,2025-08-10T07:52:00,Billing,High,Chat,Free,186.05,1200.31,Closed,True,True,19.51,
TCK-10366,2026-05-02T08:25:00,Shipping,High,Email,Free,28.73,287.91,Open,False,False,,
TCK-10367,2026-02-12T08:12:00,Billing,High,Email,Free,68.54,714.68,Closed,False,True,376.63,3.00
TCK-10368,2025-11-10T17:18:00,Billing,Low,Phone,Pro,19.35,125.98,Closed,True,False,,
TCK-10369,2025-10-14T07:01:00,Billing,Normal,Email,Pro,47.82,450.10,Resolved,True,True,272.13,5.00
TCK-10370,2026-07-06T08:16:00,Billing,High,Web,Free,35.17,315.21,Closed,True,False,,4.00
TCK-10371,2025-12-16T07:17:00,Technical,Normal,Phone,Pro,34.83,212.87,Closed,False,False,,
TCK-10372,2025-08-25T15:41:00,Technical,High,Phone,Free,122.27,736.77,Closed,False,False,,3.00
TCK-10373,2026-07-07T18:33:00,Billing,Normal,Email,Pro,38.39,565.71,Closed,False,False,,3.00
TCK-10374,2025-10-11T11:17:00,Account,High,Email,Enterprise,110.81,436.68,Closed,False,False,,
TCK-10375,2025-10-31T11:33:00,Returns,Normal,Email,Free,52.07,650.10,Pending,False,True,216.17,2.00
TCK-10376,2025-10-10T14:00:00,Account,Low,Chat,Free,27.50,126.10,Resolved,False,False,,3.00
TCK-10377,2026-05-23T15:13:00,Technical,High,Web,Free,131.33,524.86,Closed,False,False,,3.00
TCK-10378,2025-09-11T18:05:00,Technical,High,Web,Enterprise,159.77,652.95,Closed,False,False,,
TCK-10379,2025-11-24T18:47:00,Other,Normal,Chat,Enterprise,36.13,151.07,Resolved,False,False,,4.00
TCK-10380,2026-06-23T14:17:00,Technical,Normal,Email,Free,43.68,240.90,Resolved,False,False,,4.00
TCK-10381,2025-12-10T12:38:00,Technical,High,Chat,Pro,74.87,533.97,Resolved,True,False,,
TCK-10382,2025-11-15T14:58:00,Technical,Low,Email,Free,22.82,232.27,Closed,False,False,,4.00
TCK-10383,2026-06-17T16:39:00,Billing,Normal,Chat,Free,49.26,261.12,Closed,False,False,,
TCK-10384,2026-02-05T12:07:00,Billing,Normal,Email,Pro,32.40,120.59,Closed,False,False,,
TCK-10385,2026-06-23T16:13:00,Technical,High,Chat,Pro,18.10,138.00,Closed,False,False,,4.00
TCK-10386,2026-04-17T15:10:00,Technical,Low,Web,Free,61.50,334.65,Pending,False,False,,4.00
TCK-10387,2026-05-05T07:04:00,Account,Low,Chat,Free,29.80,152.17,Pending,False,False,,
TCK-10388,2026-06-07T10:26:00,Billing,Normal,Email,Free,,909.53,Resolved,False,True,331.78,4.00
TCK-10389,2026-07-04T09:20:00,Technical,High,Email,Enterprise,29.79,172.15,Resolved,True,False,,3.00
TCK-10390,2025-08-18T13:03:00,Technical,Low,Email,Free,57.00,166.02,Resolved,False,False,,4.00
TCK-10391,2025-09-12T08:41:00,Account,Urgent,Chat,Free,104.20,474.44,Closed,False,False,,
TCK-10392,2026-06-27T15:32:00,Other,Normal,Chat,Enterprise,32.61,273.73,Closed,True,False,,4.00
TCK-10393,2026-05-22T10:41:00,Technical,Normal,Email,Pro,445.58,2460.23,Closed,True,False,,4.00
TCK-10394,2026-05-19T19:33:00,Technical,Normal,Email,Enterprise,67.10,261.02,Resolved,False,False,,4.00
TCK-10395,2025-09-28T16:53:00,Billing,Normal,Phone,Free,68.24,457.24,Closed,False,False,,3.00
TCK-10396,2026-03-14T16:36:00,Technical,Normal,Email,Pro,82.75,483.53,Pending,False,False,,3.00
TCK-10397,2026-05-31T08:35:00,Technical,High,Phone,Pro,38.20,470.35,Closed,False,False,,
TCK-10398,2026-05-22T07:17:00,Technical,Normal,Chat,Pro,18.14,361.17,Pending,False,False,,4.00
TCK-10399,2026-06-14T08:48:00,Shipping,Normal,Chat,Free,64.68,348.21,Closed,False,False,,4.00
TCK-10400,2025-09-18T08:37:00,Shipping,Normal,Chat,Free,28.01,157.01,Resolved,False,False,,3.00
TCK-10401,2025-11-03T12:31:00,Billing,Low,Email,Enterprise,64.05,322.32,Pending,False,False,,4.00
TCK-10402,2026-05-07T13:48:00,Technical,Normal,Chat,Free,102.23,583.59,Resolved,False,False,,4.00
TCK-10403,2026-07-24T09:11:00,Returns,Low,Email,Free,37.98,256.31,Resolved,False,False,,4.00
TCK-10404,2025-12-13T15:32:00,Account,Normal,Chat,Free,34.81,232.92,Pending,False,False,,3.00
TCK-10405,2025-09-18T07:13:00,Technical,High,Chat,Free,68.92,293.75,Pending,False,False,,5.00
TCK-10406,2026-02-15T10:28:00,Billing,Normal,Email,Pro,30.03,353.60,Closed,False,True,229.54,
TCK-10407,2025-11-20T08:27:00,Technical,High,Email,Enterprise,27.86,263.07,Open,False,False,,3.00
TCK-10408,2026-04-29T10:51:00,Billing,High,Email,Free,50.72,271.78,Closed,False,False,,4.00
TCK-10409,2025-09-14T19:47:00,Other,Low,Chat,Enterprise,40.70,95.37,Open,False,False,,3.00
TCK-10410,2026-04-08T12:44:00,Returns,High,Email,Free,101.35,1339.25,Closed,False,True,332.27,4.00
TCK-10411,2026-02-14T10:48:00,Technical,High,Phone,Free,96.70,494.39,Closed,False,False,,4.00
TCK-10412,2025-11-12T10:54:00,Technical,Urgent,Phone,Enterprise,86.78,453.56,Pending,True,False,,4.00
TCK-10413,2026-07-15T18:21:00,Account,Normal,Chat,Pro,33.19,95.01,Pending,False,False,,2.00
TCK-10414,2026-03-03T07:49:00,Technical,Urgent,Chat,Pro,,658.42,Closed,False,False,,4.00
TCK-10415,2026-05-15T17:20:00,Shipping,Urgent,Phone,Enterprise,87.76,302.27,Closed,True,False,,
TCK-10416,2025-08-15T14:25:00,Shipping,Normal,Chat,Enterprise,47.45,366.76,Closed,False,False,,5.00
TCK-10417,2026-06-29T15:29:00,Shipping,Normal,Web,Free,21.73,235.87,Resolved,False,False,,4.00
TCK-10418,2026-04-14T17:07:00,Shipping,Normal,Phone,Free,33.38,185.18,Pending,False,False,,4.00
TCK-10419,2025-09-05T14:39:00,Returns,High,Chat,Pro,51.46,600.44,Closed,False,True,207.70,3.00
TCK-10420,2026-03-21T17:31:00,Account,High,Chat,Free,33.41,274.00,Resolved,True,False,,4.00
TCK-10421,2026-04-12T16:32:00,Account,Urgent,Phone,Free,63.97,302.63,Resolved,False,False,,4.00
TCK-10422,2025-10-11T09:06:00,Technical,Urgent,Email,Pro,118.63,1054.58,Resolved,True,False,,4.00
TCK-10423,2026-04-11T16:31:00,Returns,Normal,Web,Free,73.53,751.59,Closed,False,True,432.58,5.00
TCK-10424,2026-05-16T17:29:00,Account,High,Web,Free,54.79,196.24,Resolved,False,False,,2.00
TCK-10425,2026-03-06T18:50:00,Technical,Normal,Email,Free,42.10,656.53,Open,False,False,,5.00
TCK-10426,2025-12-19T19:14:00,Shipping,Normal,Chat,Pro,17.80,229.06,Closed,False,False,,5.00
TCK-10427,2025-11-26T19:43:00,Shipping,Low,Phone,Free,26.10,133.94,Pending,False,False,,
TCK-10428,2026-01-30T07:54:00,Technical,Normal,Chat,Free,85.26,402.80,Pending,False,False,,4.00
TCK-10429,2026-02-04T12:23:00,Shipping,Urgent,Chat,Free,76.66,549.43,Closed,True,False,,4.00
TCK-10430,2026-05-03T19:16:00,Account,Urgent,Email,Free,26.19,135.05,Pending,True,False,,5.00
TCK-10431,2025-10-13T14:06:00,Billing,High,Email,Free,43.79,223.03,Resolved,False,True,33.02,2.00
TCK-10432,2026-02-26T08:02:00,Billing,Normal,Web,Pro,,544.15,Closed,False,False,,5.00
TCK-10433,2026-01-25T19:16:00,Account,Normal,Email,Free,36.60,159.80,Closed,False,False,,5.00
TCK-10434,2026-06-18T08:00:00,Shipping,High,Chat,Enterprise,54.92,312.22,Resolved,True,False,,4.00
TCK-10435,2026-04-07T18:11:00,Billing,Urgent,Phone,Free,86.78,483.27,Open,False,False,,1.00
TCK-10436,2026-03-11T07:05:00,Technical,Normal,Chat,Free,51.74,271.25,Pending,False,False,,4.00
TCK-10437,2026-04-21T09:18:00,Billing,High,Chat,Enterprise,39.00,295.28,Resolved,False,False,,2.00
TCK-10438,2026-06-21T14:29:00,Account,High,Web,Free,28.95,186.06,Closed,False,False,,4.00
TCK-10439,2026-01-05T13:51:00,Returns,Normal,Email,Free,254.82,2078.91,Resolved,False,True,222.76,5.00
TCK-10440,2026-04-30T13:53:00,Billing,Low,Web,Pro,53.10,192.89,Resolved,False,False,,3.00
TCK-10441,2026-06-09T15:43:00,Returns,High,Phone,Pro,58.53,1470.37,Closed,False,True,209.58,3.00
TCK-10442,2026-01-23T17:54:00,Other,High,Email,Free,106.32,604.67,Closed,False,False,,3.00
TCK-10443,2026-06-08T19:50:00,Billing,Low,Chat,Free,88.86,479.64,Closed,False,False,,4.00
TCK-10444,2026-04-06T08:09:00,Other,Normal,Web,Enterprise,57.72,227.00,Closed,False,False,,5.00
TCK-10445,2025-12-06T11:51:00,Billing,Normal,Chat,Enterprise,57.42,910.47,Closed,False,False,,3.00
TCK-10446,2026-03-27T12:55:00,Technical,High,Chat,Free,32.91,191.38,Closed,False,False,,4.00
TCK-10447,2026-05-05T17:03:00,Account,High,Chat,Free,39.41,132.34,Resolved,True,False,,
TCK-10448,2026-05-14T16:58:00,Technical,High,Chat,Enterprise,57.14,442.44,Resolved,False,False,,
TCK-10449,2025-09-05T16:53:00,Technical,High,Web,Pro,127.24,740.40,Resolved,False,False,,4.00
TCK-10450,2025-10-29T15:01:00,Account,Urgent,Chat,Pro,27.07,272.43,Resolved,False,False,,4.00
TCK-10451,2026-01-14T14:54:00,Technical,Urgent,Web,Pro,244.55,1566.10,Pending,True,False,,3.00
TCK-10452,2026-05-25T15:55:00,Shipping,Low,Web,Enterprise,58.85,367.70,Resolved,False,False,,4.00
TCK-10453,2026-02-22T11:21:00,Shipping,Low,Chat,Pro,25.22,276.11,Resolved,False,False,,4.00
TCK-10454,2026-03-07T14:47:00,Billing,Normal,Email,Free,47.26,277.19,Resolved,False,True,147.81,3.00
TCK-10455,2025-08-04T11:57:00,Billing,Normal,Phone,Free,,375.64,Closed,False,False,,4.00
TCK-10456,2026-04-17T13:16:00,Account,High,Email,Free,40.74,231.27,Resolved,False,False,,
TCK-10457,2025-11-25T09:53:00,Returns,Normal,Chat,Free,118.63,707.14,Closed,False,True,251.31,5.00
TCK-10458,2025-12-06T11:34:00,Account,Normal,Web,Pro,31.65,172.39,Closed,False,False,,3.00
TCK-10459,2026-07-09T11:25:00,Shipping,High,Phone,Pro,30.72,279.42,Resolved,False,False,,2.00
TCK-10460,2025-08-02T15:57:00,Returns,Low,Email,Pro,75.50,471.68,Closed,False,True,61.74,
TCK-10461,2025-08-09T12:13:00,Returns,Normal,Chat,Pro,97.26,613.74,Closed,False,True,38.75,
TCK-10462,2026-06-07T15:03:00,Returns,High,Chat,Free,185.76,1296.48,Open,False,True,292.49,3.00
TCK-10463,2025-11-14T11:33:00,Technical,Urgent,Email,Pro,176.62,1068.65,Closed,False,False,,5.00
TCK-10464,2026-01-24T15:51:00,Technical,Low,Email,Enterprise,44.32,212.29,Open,False,False,,4.00
TCK-10465,2026-05-14T15:07:00,Other,Urgent,Chat,Pro,27.68,192.52,Pending,True,False,,
TCK-10466,2026-03-24T07:14:00,Billing,High,Chat,Free,62.58,572.70,Resolved,False,True,202.96,
TCK-10467,2026-03-28T18:11:00,Technical,Normal,Email,Free,21.62,189.13,Closed,False,False,,3.00
TCK-10468,2026-05-29T19:11:00,Account,Normal,Email,Free,27.26,257.13,Resolved,False,False,,2.00
TCK-10469,2025-12-25T12:27:00,Shipping,Normal,Chat,Pro,111.86,519.64,Resolved,False,False,,4.00
TCK-10470,2025-11-25T08:16:00,Account,Low,Phone,Pro,43.02,191.64,Resolved,False,False,,5.00
TCK-10471,2026-02-23T19:18:00,Technical,Normal,Chat,Pro,67.73,419.12,Open,False,False,,
TCK-10472,2026-05-25T12:59:00,Shipping,Urgent,Chat,Free,344.84,2100.41,Resolved,False,False,,4.00
TCK-10473,2026-01-18T11:29:00,Returns,Normal,Email,Free,38.09,338.82,Resolved,False,False,,4.00
TCK-10474,2026-07-28T16:08:00,Technical,Urgent,Web,Enterprise,127.06,636.59,Open,True,False,,5.00
TCK-10475,2025-11-29T12:58:00,Shipping,Normal,Phone,Pro,111.88,416.68,Closed,False,False,,
TCK-10476,2026-01-28T09:01:00,Technical,High,Email,Pro,32.03,350.13,Closed,False,False,,4.00
TCK-10477,2026-07-14T10:21:00,Billing,High,Phone,Enterprise,49.36,703.96,Resolved,False,False,,
TCK-10478,2025-11-30T12:40:00,Account,High,Web,Free,23.31,190.06,Resolved,False,False,,
TCK-10479,2026-07-18T13:11:00,Shipping,High,Chat,Free,35.29,313.55,Open,False,False,,
TCK-10480,2026-02-07T12:08:00,Returns,Normal,Email,Free,95.16,729.67,Closed,False,True,253.66,4.00
TCK-10481,2026-05-27T14:03:00,Billing,High,Phone,Pro,26.55,159.99,Resolved,False,False,,1.00
TCK-10482,2025-12-06T13:54:00,Account,High,Web,Free,20.02,262.40,Open,False,False,,3.00
TCK-10483,2026-06-28T10:47:00,Billing,Normal,Phone,Free,103.03,383.01,Closed,False,False,,2.00
TCK-10484,2026-06-04T11:38:00,Technical,Normal,Email,Free,88.28,335.48,Resolved,False,False,,
TCK-10485,2025-09-15T11:47:00,Returns,Normal,Chat,Pro,22.37,288.15,Pending,False,False,,4.00
TCK-10486,2026-03-06T19:14:00,Technical,Normal,Chat,Pro,150.33,698.64,Pending,False,False,,5.00
TCK-10487,2026-01-16T12:11:00,Account,High,Email,Pro,37.59,208.52,Resolved,False,False,,3.00
TCK-10488,2026-02-11T16:39:00,Billing,Normal,Web,Pro,35.73,395.08,Closed,False,False,,4.00
TCK-10489,2025-08-09T17:28:00,Technical,Low,Chat,Pro,55.63,245.45,Resolved,False,False,,4.00
TCK-10490,2025-09-23T08:31:00,Account,Low,Phone,Pro,32.17,136.81,Pending,False,False,,5.00
TCK-10491,2026-07-23T15:19:00,Billing,Normal,Chat,Pro,47.11,395.13,Resolved,False,False,,
TCK-10492,2026-06-05T08:21:00,Account,High,Phone,Pro,65.41,275.42,Resolved,False,False,,5.00
TCK-10493,2026-02-26T08:04:00,Billing,Low,Chat,Enterprise,69.46,392.11,Pending,False,True,26.46,4.00
TCK-10494,2026-02-17T13:34:00,Shipping,Normal,Chat,Pro,33.64,233.93,Closed,False,False,,4.00
TCK-10495,2025-12-15T17:09:00,Shipping,High,Chat,Pro,140.31,635.23,Open,True,False,,
TCK-10496,2026-07-19T19:30:00,Shipping,High,Email,Enterprise,68.56,344.89,Resolved,False,False,,3.00
TCK-10497,2025-11-26T10:24:00,Billing,Normal,Web,Free,45.73,382.76,Closed,False,False,,
TCK-10498,2026-04-26T15:42:00,Other,Normal,Chat,Pro,35.54,163.67,Resolved,False,False,,3.00
